Runtime: 50.8922131
Patient Count: 10000,Provider Count: 1000,Room Count: 500,Specialty Count: 10
Patient Scheduling Rate: 0.499
Provider Scheduling Rates: 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Average Rate: 1.0

Patient ID,Provider ID,Room ID,Day Assigned,System Time Created, Simulation Time Created
2496,449,81,6,93477383656500,17206849400
2497,491,82,2,93477389071500,17212264500
2498,491,82,3,93477394502000,17217694900
2499,473,79,22,93477399855200,17223048100
2500,556,81,9,93477406073600,17229266500
2501,466,79,23,93477411819600,17235012500
2502,387,68,20,93477417557400,17240750300
2503,449,81,7,93477422315700,17245508600
2504,491,82,4,93477427778200,17250971100
2505,562,81,10,93477433987300,17257180200
2506,549,79,24,93477439194900,17262387800
2507,562,81,11,93477445376000,17268568900
2508,522,81,12,93477449815200,17273008100
2509,387,68,21,93477455542800,17278735700
2510,616,82,5,93477461368400,17284561300
2511,387,68,22,93477467103200,17290296100
2512,466,79,25,93477472866700,17296059700
2513,645,85,1,93477479562400,17302755300
2514,522,81,13,93477484022800,17307215700
2515,449,81,14,93477488843600,17312036600
2516,449,81,15,93477493672900,17316865800
2517,473,79,26,93477499081200,17322274100
2518,449,81,16,93477503928700,17327121600
2519,491,82,6,93477509437300,17332630200
2520,645,85,2,93477516147700,17339340600
2521,616,82,7,93477522013900,17345206900
2522,562,81,17,93477528303200,17351496100
2523,562,81,18,93477534629600,17357822500
2524,523,81,19,93477539178000,17362371000
2525,562,81,20,93477545631400,17368824300
2526,473,79,27,93477551081400,17374274400
2527,549,79,28,93477556367000,17379559900
2528,562,81,21,93477562669200,17385862100
2529,577,81,22,93477568976300,17392169300
2530,473,79,29,93477574438400,17397631300
2531,549,79,30,93477579747900,17402940900
2532,396,68,23,93477585587600,17408780500
2533,549,79,31,93477590913600,17414106500
2534,473,84,1,93477596573600,17419766500
2535,466,82,8,93477602661500,17425854500
2536,449,81,23,93477607579100,17430772000
2537,396,68,24,93477613385400,17436578400
2538,549,84,2,93477618774300,17441967300
2539,396,68,25,93477624580000,17447772900
2540,645,85,3,93477631331500,17454524400
2541,491,82,9,93477636903200,17460096200
2542,473,84,3,93477642617400,17465810300
2543,549,84,4,93477647973600,17471166500
2544,616,82,10,93477653894600,17477087500
2545,577,81,24,93477660247700,17483440600
2546,466,82,11,93477666349400,17489542400
2547,618,82,12,93477672277700,17495470600
2548,523,81,25,93477676874200,17500067100
2549,549,84,5,93477682288200,17505481200
2550,645,85,4,93477689093900,17512286800
2551,549,84,6,93477694474900,17517667800
2552,650,85,5,93477701333400,17524526300
2553,398,68,26,93477707183700,17530376700
2554,473,84,7,93477712935500,17536128500
2555,398,68,27,93477718792000,17541985000
2556,398,68,28,93477724654500,17547847500
2557,491,82,13,93477730279500,17553472400
2558,491,82,14,93477735930200,17559123100
2559,650,85,6,93477742750400,17565943300
2560,634,82,15,93477748728100,17571921100
2561,650,85,7,93477755560700,17578753600
2562,650,85,8,93477762444700,17585637600
2563,491,82,16,93477768091000,17591284000
2564,549,84,8,93477773512300,17596705200
2565,634,82,17,93477779680700,17602873800
2566,398,68,29,93477785685000,17608877900
2567,525,81,26,93477790368100,17613561100
2568,413,68,30,93477796304200,17619497100
2569,577,81,27,93477802784800,17625977700
2570,557,84,9,93477808263000,17631455900
2571,466,82,18,93477814528000,17637720900
2572,425,68,31,93477820463500,17643656500
2573,484,84,10,93477826727900,17649920900
2574,484,84,11,93477832584400,17655777400
2575,656,85,9,93477839528400,17662721300
2576,577,81,28,93477846012700,17669205700
2577,466,82,19,93477852272200,17675465100
2578,656,85,10,93477859209500,17682402400
2579,435,81,29,93477866391200,17689584100
2580,656,85,11,93477873395300,17696588300
2581,656,85,12,93477880310700,17703503600
2582,634,82,20,93477886378100,17709571100
2583,577,81,30,93477892861200,17716054200
2584,656,85,13,93477899833200,17723026100
2585,529,81,31,93477904532400,17727725300
2586,449,82,21,93477909716600,17732909500
2587,484,84,12,93477915584100,17738777100
2588,564,84,13,93477921084000,17744276900
2589,656,85,14,93477928064500,17751257400
2590,564,84,14,93477933556400,17756749300
2591,529,83,1,93477938276600,17761469500
2592,484,84,15,93477944181000,17767374000
2593,470,82,22,93477950477100,17773670000
2594,495,82,23,93477956245700,17779438600
2595,470,82,24,93477962628800,17785821700
2596,435,86,1,93477969916100,17793109000
2597,639,82,25,93477976034800,17799227700
2598,484,84,16,93477981941600,17805134500
2599,495,82,26,93477987706000,17810898900
2600,639,82,27,93477993851100,17817044000
2601,495,82,28,93477999654100,17822847000
2602,484,84,17,93478005571700,17828764600
2603,564,84,18,93478011149700,17834342600
2604,639,82,29,93478017755600,17840948500
2605,470,82,30,93478024130700,17847323600
2606,495,82,31,93478029972300,17853165200
2607,577,85,15,93478036800900,17859993800
2608,581,85,16,93478043641700,17866834600
2609,639,86,2,93478049844500,17873037500
2610,435,86,3,93478057151800,17880344700
2611,454,88,1,93478062461200,17885654100
2612,495,83,2,93478068306300,17891499300
2613,454,88,2,93478073642900,17896835800
2614,467,88,3,93478078956900,17902149800
2615,474,88,4,93478084278000,17907471000
2616,435,86,4,93478091702900,17914895900
2617,497,84,19,93478097656600,17920849500
2618,470,84,20,93478104246200,17927439100
2619,581,85,17,93478111130100,17934323000
2620,497,84,21,93478117116900,17940309800
2621,435,86,5,93478124645000,17947838000
2622,529,83,3,93478129436600,17952629500
2623,435,86,6,93478136809000,17960002000
2624,529,83,4,93478141608100,17964801100
2625,581,85,18,93478148502200,17971695100
2626,564,84,22,93478154115200,17977308100
2627,518,84,23,93478160115600,17983308500
2628,581,85,19,93478167023800,17990216800
2629,518,84,24,93478173035600,17996228500
2630,518,84,25,93478179093000,18002286000
2631,529,83,5,93478183898600,18007091500
2632,499,83,6,93478189844300,18013037300
2633,530,83,7,93478195787800,18018980700
2634,529,83,8,93478200635000,18023827900
2635,564,84,26,93478206374500,18029567400
2636,529,83,9,93478211211000,18034403900
2637,530,83,10,93478217153900,18040346800
2638,656,85,20,93478224315700,18047508600
2639,470,84,27,93478231028000,18054220900
2640,470,84,28,93478237818500,18061011500
2641,656,85,21,93478244957800,18068150700
2642,518,84,29,93478251082700,18074275600
2643,474,88,5,93478256479000,18079671900
2644,530,83,11,93478262451200,18085644100
2645,564,84,30,93478268173700,18091366600
2646,474,88,6,93478273562600,18096755500
2647,696,85,22,93478280725700,18103918600
2648,530,83,12,93478286740500,18109933400
2649,529,83,13,93478291623200,18114816100
2650,474,88,7,93478297028500,18120221400
2651,479,84,31,93478303711300,18126904300
2652,518,88,8,93478309909100,18133102100
2653,639,86,7,93478316614900,18139807900
2654,564,86,8,93478322400400,18145593300
2655,564,86,9,93478328221800,18151414700
2656,474,88,9,93478333668400,18156861400
2657,530,83,14,93478339701000,18162893900
2658,538,83,15,93478344629400,18167822300
2659,435,86,10,93478352148100,18175341000
2660,518,88,10,93478358371600,18181564500
2661,474,88,11,93478363862700,18187055600
2662,474,88,12,93478369335200,18192528100
2663,696,85,23,93478376530400,18199723300
2664,518,88,13,93478382809500,18206002400
2665,564,86,11,93478388645500,18211838500
2666,518,88,14,93478394875800,18218068700
2667,548,83,16,93478400929100,18224122000
2668,518,88,15,93478407191900,18230384800
2669,657,86,12,93478413594900,18236787900
2670,548,83,17,93478419685300,18242878200
2671,581,85,24,93478426759500,18249952500
2672,474,88,16,93478432269800,18255462700
2673,582,85,25,93478439339300,18262532200
2674,447,86,13,93478446889600,18270082600
2675,657,86,14,93478453338300,18276531300
2676,538,83,18,93478458329100,18281522100
2677,696,85,26,93478465610500,18288803400
2678,666,86,15,93478472050400,18295243300
2679,570,86,16,93478477945000,18301137900
2680,447,86,17,93478485525200,18308718100
2681,666,86,18,93478492021100,18315214000
2682,582,85,27,93478499146200,18322339100
2683,474,88,17,93478504689500,18327882400
2684,479,86,19,93478511548800,18334741800
2685,582,85,28,93478518668300,18341861200
2686,479,86,20,93478525559700,18348752600
2687,479,86,21,93478532429200,18355622100
2688,481,88,18,93478538004000,18361196900
2689,582,85,29,93478545115300,18368308300
2690,481,88,19,93478550707000,18373899900
2691,447,86,22,93478558333600,18381526500
2692,538,83,19,93478563342000,18386534900
2693,469,86,23,93478571002300,18394195200
2694,696,85,30,93478578318200,18401511200
2695,481,88,20,93478583907100,18407100000
2696,481,88,21,93478589523400,18412716400
2697,469,86,24,93478597190600,18420383500
2698,538,83,20,93478602218600,18425411600
2699,545,83,21,93478607244600,18430437500
2700,520,88,22,93478613594700,18436787700
2701,469,86,25,93478621322400,18444515300
2702,481,88,23,93478626933400,18450126300
2703,666,86,26,93478633768700,18456961600
2704,483,88,24,93478639412900,18462605800
2705,548,83,22,93478645597500,18468790400
2706,479,86,27,93478652557200,18475750100
2707,483,88,25,93478658213600,18481406600
2708,479,86,28,93478665176100,18488369100
2709,489,88,26,93478670815300,18494008200
2710,545,83,23,93478675871200,18499064100
2711,469,86,29,93478683614300,18506807200
2712,696,85,31,93478691014700,18514207700
2713,482,86,30,93478698774400,18521967300
2714,520,88,27,93478705200000,18528392900
2715,482,86,31,93478713014300,18536207200
2716,520,88,28,93478719872800,18543065700
2717,584,90,1,93478727083600,18550276500
2718,479,89,1,93478734115600,18557308500
2719,696,89,2,93478741744600,18564937500
2720,490,88,29,93478747457700,18570650600
2721,696,89,3,93478755054000,18578246900
2722,566,83,24,93478761279700,18584472700
2723,488,89,4,93478768322300,18591515200
2724,488,89,5,93478775421400,18598614300
2725,566,83,25,93478781762500,18604955500
2726,566,83,26,93478788028800,18611221700
2727,488,89,6,93478795111200,18618304100
2728,545,83,27,93478800219400,18623412300
2729,546,83,28,93478805340700,18628533600
2730,482,89,7,93478813206300,18636399200
2731,488,89,8,93478820288800,18643481800
2732,520,88,30,93478826775000,18649967900
2733,570,89,9,93478832923100,18656116000
2734,666,87,1,93478839635000,18662827900
2735,482,89,10,93478847545600,18670738500
2736,666,87,2,93478854234000,18677426900
2737,488,89,11,93478861393800,18684586700
2738,566,83,29,93478867735300,18690928300
2739,482,89,12,93478875688100,18698881000
2740,566,83,30,93478881993600,18705186500
2741,520,88,31,93478888496200,18711689100
2742,666,87,3,93478895226500,18718419400
2743,668,87,4,93478901946100,18725139000
2744,589,89,13,93478908161000,18731353900
2745,490,92,1,93478913915700,18737108600
2746,490,92,2,93478919682500,18742875500
2747,482,89,14,93478927630300,18750823200
2748,722,89,15,93478935387900,18758580800
2749,584,90,2,93478943018100,18766211100
2750,722,89,16,93478950909300,18774102300
2751,490,92,3,93478956987900,18780180800
2752,722,89,17,93478964844400,18788037300
2753,722,89,18,93478972704200,18795897300
2754,589,89,19,93478979087200,18802280100
2755,487,89,20,93478987365400,18810558400
2756,668,87,5,93478994272700,18817465600
2757,591,90,3,93479001687300,18824880200
2758,487,89,21,93479009910100,18833103100
2759,546,83,31,93479015472000,18838665000
2760,668,87,6,93479022391300,18845584200
2761,591,90,4,93479030078100,18853271000
2762,722,89,22,93479038572500,18861765500
2763,722,89,23,93479046564200,18869757100
2764,591,90,5,93479053926800,18877119700
2765,520,93,1,93479060513100,18883706000
2766,546,89,24,93479066124500,18889317400
2767,589,89,25,93479072449200,18895642100
2768,487,89,26,93479081003100,18904196100
2769,546,89,27,93479087921900,18911114900
2770,722,89,28,93479095851700,18919044600
2771,568,89,29,93479102796400,18925989400
2772,573,89,30,93479108396700,18931589600
2773,668,87,7,93479115212400,18938405300
2774,668,87,8,93479122035100,18945228000
2775,520,93,2,93479128653000,18951845900
2776,591,90,6,93479136061300,18959254300
2777,591,90,7,93479143490400,18966683300
2778,573,89,31,93479149365200,18972558200
2779,490,92,4,93479155211900,18978404900
2780,573,91,1,93479160853000,18984045900
2781,668,87,9,93479167691400,18990884300
2782,490,92,5,93479173540700,18996733600
2783,589,94,1,93479180199000,19003391900
2784,722,95,1,93479188169500,19011362400
2785,573,91,2,93479193815300,19017008200
2786,490,92,6,93479199692700,19022885600
2787,589,94,2,93479206131600,19029324500
2788,668,87,10,93479213297000,19036490000
2789,493,93,3,93479221487000,19044679900
2790,591,90,8,93479228938200,19052131200
2791,490,92,7,93479234827000,19058020000
2792,573,91,3,93479240495800,19063688700
2793,590,94,3,93479246950100,19070143000
2794,604,91,4,93479252616000,19075809000
2795,520,93,4,93479259452200,19082645100
2796,590,94,4,93479265906400,19089099400
2797,524,93,5,93479272576700,19095769600
2798,735,95,2,93479280585600,19103778500
2799,488,92,9,93479288068900,19111261900
2800,488,92,10,93479295579600,19118772600
2801,493,93,6,93479303824000,19127017000
2802,488,92,12,93479311325200,19134518100
2803,493,93,7,93479319578700,19142771600
2804,604,91,5,93479325421500,19148614400
2805,488,92,13,93479332951800,19156144700
2806,524,93,8,93479339679100,19162872000
2807,500,92,8,93479347157900,19170350900
2808,502,93,9,93479355449000,19178641900
2809,502,93,10,93479363752600,19186945600
2810,604,91,6,93479369474400,19192667300
2811,604,91,7,93479375220700,19198413600
2812,735,95,3,93479383287400,19206480300
2813,568,93,11,93479390476400,19213669300
2814,502,93,12,93479398844100,19222037000
2815,510,93,13,93479407166000,19230358900
2816,500,92,11,93479414696400,19237889300
2817,492,92,14,93479420701400,19243894400
2818,510,93,14,93479429041400,19252234400
2819,735,95,4,93479437152600,19260345500
2820,591,90,9,93479444683800,19267876700
2821,591,90,10,93479452235300,19275428200
2822,500,92,15,93479459801600,19282994500
2823,735,95,5,93479467903300,19291096300
2824,500,92,16,93479475485800,19298678700
2825,605,90,11,93479483048700,19306241700
2826,568,93,15,93479490268100,19313461100
2827,735,95,6,93479498412600,19321605500
2828,510,93,16,93479506791100,19329984100
2829,500,92,17,93479514431000,19337624000
2830,569,93,17,93479521642400,19344835300
2831,681,87,11,93479528639400,19351832300
2832,590,94,5,93479535188900,19358381800
2833,681,87,12,93479542179600,19365372500
2834,492,92,18,93479548242600,19371435500
2835,590,94,6,93479554803100,19377996000
2836,685,87,13,93479561809200,19385002100
2837,641,91,8,93479567607200,19390800100
2838,524,93,18,93479574458300,19397651300
2839,605,90,12,93479582069800,19405262800
2840,524,93,19,93479588934900,19412127800
2841,531,93,20,93479595797200,19418990100
2842,590,94,7,93479602392600,19425585500
2843,510,93,21,93479610924600,19434117500
2844,590,94,8,93479617529000,19440721900
2845,590,94,9,93479624146400,19447339300
2846,593,94,10,93479630759000,19453951900
2847,593,94,11,93479637394000,19460586900
2848,593,94,12,93479644020100,19467213100
2849,641,91,9,93479649845400,19473038400
2850,685,87,14,93479656886700,19480079600
2851,609,90,13,93479664535500,19487728400
2852,609,90,14,93479672182700,19495375600
2853,595,94,13,93479678833500,19502026400
2854,641,91,10,93479684682400,19507875300
2855,510,93,22,93479693695700,19516888600
2856,744,95,7,93479701908800,19525101700
2857,641,91,11,93479707817200,19531010100
2858,637,90,15,93479715504700,19538697600
2859,641,91,12,93479721569300,19544762200
2860,500,92,19,93479729262800,19552455700
2861,744,95,8,93479737495200,19560688100
2862,685,87,15,93479744575100,19567768000
2863,744,95,9,93479752832400,19576025400
2864,595,94,14,93479759525900,19582718800
2865,492,92,20,93479765662700,19588855600
2866,637,90,16,93479773485900,19596678800
2867,685,87,16,93479780607400,19603800400
2868,659,91,13,93479786724300,19609917300
2869,500,92,21,93479794467500,19617660400
2870,595,94,15,93479801188500,19624381400
2871,517,92,22,93479808937000,19632129900
2872,685,87,17,93479816064600,19639257500
2873,517,92,23,93479823822200,19647015100
2874,685,87,18,93479830962800,19654155700
2875,510,93,23,93479839526800,19662719800
2876,517,92,24,93479847326000,19670519000
2877,659,91,14,93479853263400,19676456300
2878,492,92,25,93479859488000,19682680900
2879,661,91,15,93479865437600,19688630500
2880,531,93,24,93479872440200,19695633100
2881,531,93,25,93479879542300,19702735200
2882,595,94,16,93479886290500,19709483400
2883,517,92,26,93479894099400,19717292300
2884,492,92,27,93479900336200,19723529100
2885,492,92,28,93479906593200,19729786200
2886,492,92,29,93479912837700,19736030700
2887,637,90,17,93479920599200,19743792100
2888,694,87,19,93479927847100,19751040000
2889,607,94,17,93479934620900,19757813800
2890,517,92,30,93479942492200,19765685200
2891,607,94,18,93479949257500,19772450500
2892,514,93,26,93479957910200,19781103100
2893,514,93,27,93479966593700,19789786600
2894,613,94,19,93479973376800,19796569800
2895,531,93,28,93479980481800,19803674800
2896,661,91,16,93479986446900,19809639800
2897,694,87,20,93479993672200,19816865200
2898,637,90,18,93480001487300,19824680200
2899,515,93,29,93480010178400,19833371300
2900,526,92,31,93480018073500,19841266400
2901,492,94,21,93480024514800,19847707800
2902,515,93,30,93480033205100,19856398100
2903,526,96,1,93480041355300,19864548200
2904,637,90,19,93480049197600,19872390600
2905,744,95,10,93480057582200,19880775100
2906,613,94,20,93480064403800,19887596700
2907,569,93,31,93480071945900,19895138900
2908,694,87,21,93480079187600,19902380500
2909,661,91,17,93480085195000,19908388000
2910,532,94,22,93480092467900,19915660800
2911,515,94,23,93480101348000,19924540900
2912,613,94,24,93480108250300,19931443200
2913,571,96,2,93480115786000,19938978900
2914,694,87,22,93480123185200,19946378200
2915,661,91,18,93480129231600,19952424500
2916,526,96,3,93480137393500,19960586400
2917,571,96,4,93480144968200,19968161100
2918,552,96,5,93480153149500,19976342500
2919,492,94,26,93480159655200,19982848100
2920,552,96,6,93480167834900,19991027800
2921,515,94,25,93480176766600,19999959500
2922,744,95,11,93480185227300,20008420200
2923,655,90,20,93480193109900,20016302800
2924,655,90,21,93480201002500,20024195400
2925,694,87,23,93480208467300,20031660300
2926,532,94,27,93480215956600,20039149600
2927,571,96,7,93480223588800,20046781800
2928,552,96,8,93480231826200,20055019100
2929,515,94,28,93480240800800,20063993700
2930,552,96,9,93480249168100,20072361000
2931,655,90,22,93480257120500,20080313500
2932,655,90,23,93480265074500,20088267400
2933,694,87,24,93480272414400,20095607300
2934,661,91,19,93480278492900,20101685900
2935,516,94,29,93480287499100,20110692000
2936,744,95,12,93480296031800,20119224700
2937,712,87,25,93480303390100,20126583000
2938,712,87,26,93480310756900,20133949800
2939,504,94,30,93480317333600,20140526500
2940,744,95,13,93480325840700,20149033600
2941,516,94,31,93480334898600,20158091500
2942,744,95,14,93480343464500,20166657500
2943,712,87,27,93480350827200,20174020100
2944,516,95,15,93480360008000,20183200900
2945,532,96,10,93480367486700,20190679600
2946,571,96,11,93480375166000,20198358900
2947,532,96,12,93480382666600,20205859500
2948,571,96,13,93480390479300,20213672300
2949,661,91,20,93480396726800,20219919700
2950,671,91,21,93480402828300,20226021300
2951,504,96,14,93480409512000,20232705000
2952,537,96,15,93480417042100,20240235000
2953,671,91,22,93480423169100,20246362000
2954,552,96,16,93480431529700,20254722600
2955,670,90,24,93480439523000,20262715900
2956,537,96,17,93480447074100,20270267100
2957,571,96,18,93480454862000,20278055000
2958,671,91,23,93480460998200,20284191100
2959,671,91,24,93480467151900,20290344900
2960,552,96,19,93480475550100,20298743100
2961,671,91,25,93480481708900,20304901900
2962,537,96,20,93480489296100,20312489000
2963,588,96,21,93480497707200,20320900100
2964,504,96,22,93480504492100,20327685000
2965,504,96,23,93480511290100,20334483000
2966,744,95,16,93480519901600,20343094500
2967,588,96,24,93480528356300,20351549200
2968,505,96,25,93480535158700,20358351600
2969,516,95,17,93480544392500,20367585400
2970,571,96,26,93480552253000,20375445900
2971,613,96,27,93480559507200,20382700100
2972,516,95,18,93480568775300,20391968300
2973,613,96,28,93480576052600,20399245500
2974,588,96,29,93480584567600,20407760500
2975,673,91,26,93480590758700,20413951600
2976,505,96,30,93480597620700,20420813800
2977,670,90,25,93480605702900,20428895800
2978,670,90,26,93480613781900,20436974900
2979,588,96,31,93480622319000,20445511900
2980,505,97,1,93480629197600,20452390500
2981,592,97,2,93480637786300,20460979200
2982,516,95,19,93480647084200,20470277100
2983,712,87,28,93480654585000,20477777900
2984,747,95,20,93480663252500,20486445500
2985,539,100,1,93480671006900,20494199900
2986,712,87,29,93480678504700,20501697600
2987,505,97,3,93480685419200,20508612100
2988,516,95,21,93480694778300,20517971200
